drug_name,chembl_id,mechanism_of_actions,smiles
ABT-072,CHEMBL4076467,RNA-directed RNA polymerase inhibitor,COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C
ADAFOSBUVIR,CHEMBL4129286,RNA-directed RNA polymerase inhibitor,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@@]1(F)O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1
CHLOROQUINE PHOSPHATE,CHEMBL58510,Ferriprotoporphyrin IX inhibitor,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O
VALOPICITABINE,CHEMBL393820,RNA-directed RNA polymerase inhibitor,CC(C)[C@H](N)C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@]1(C)O
MEFLOQUINE HYDROCHLORIDE,CHEMBL535650,Ferriprotoporphyrin IX inhibitor,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
ARTEMETHER,CHEMBL566534,Ferriprotoporphyrin IX inhibitor,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3
NESBUVIR,CHEMBL1092581,RNA-directed RNA polymerase inhibitor,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12
HALOFANTRINE HYDROCHLORIDE,CHEMBL1200901,Ferriprotoporphyrin IX inhibitor,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl
AMODIAQUINE HYDROCHLORIDE,CHEMBL1357648,Ferriprotoporphyrin IX inhibitor,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O
TEGOBUVIR,CHEMBL1957287,RNA-directed RNA polymerase inhibitor,Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1
TMC-647055,CHEMBL2043025,RNA-directed RNA polymerase inhibitor,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O
UPRIFOSBUVIR,CHEMBL3833371,RNA-directed RNA polymerase inhibitor,CC(C)OC(=O)[C@@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(Cl)[C@@H]1O)Oc1ccccc1
TADALAFIL,CHEMBL779,Phosphodiesterase 5A inhibitor,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O
LUMEFANTRINE,CHEMBL38827,Ferriprotoporphyrin IX inhibitor,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
PIPERAQUINE,CHEMBL303933,Ferriprotoporphyrin IX inhibitor,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1
VARDENAFIL HYDROCHLORIDE,CHEMBL1339,Phosphodiesterase 5A inhibitor,CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl
HYDROXYCHLOROQUINE SULFATE,CHEMBL1690,Ferriprotoporphyrin IX inhibitor | Toll-like receptor 7 antagonist | Toll-like receptor 9 antagonist,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O
SILDENAFIL CITRATE,CHEMBL1737,Phosphodiesterase 5A inhibitor,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O
AVANAFIL,CHEMBL1963681,Phosphodiesterase 5A inhibitor,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
QUININE SULFATE,CHEMBL2359966,Ferriprotoporphyrin IX inhibitor,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O
BAZLITORAN,CHEMBL4297995,Toll-like receptor 7 antagonist | Toll-like receptor 9 antagonist,
ENPATORAN,CHEMBL4802159,Toll-like receptor 7 antagonist,N#Cc1ccc(N2C[C@H](N)C[C@H](C(F)(F)F)C2)c2cccnc12
IBUDILAST,CHEMBL19449,Phosphodiesterase 4 inhibitor | Phosphodiesterase 5A inhibitor,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
PF-03049423,CHEMBL591501,Phosphodiesterase 5A inhibitor,CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21
ITOLIZUMAB,CHEMBL1743033,T-cell differentiation antigen CD6 inhibitor,
IXEKIZUMAB,CHEMBL1743034,Interleukin 17A inhibitor,
SECUKINUMAB,CHEMBL1743068,Interleukin 17A inhibitor,
GISADENAFIL,CHEMBL1928262,Phosphodiesterase 5A inhibitor,CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCOC)nc2c(=O)[nH]1
UDENAFIL,CHEMBL2103849,Phosphodiesterase 5A inhibitor,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1
AFASEVIKUMAB,CHEMBL2109469,Interleukin 17A inhibitor,
PERAKIZUMAB,CHEMBL2109470,Interleukin 17A inhibitor,
PF-00489791,CHEMBL4210847,Phosphodiesterase 5A inhibitor,CCOCCn1nc(C(=O)NS(C)(=O)=O)c2nc(N(C)CC)nc(Nc3cc(C)ccn3)c21
OLOKIZUMAB,CHEMBL1743050,Interleukin-6 inhibitor,
SIRUKUMAB,CHEMBL1743071,Interleukin-6 inhibitor,
CLAZAKIZUMAB,CHEMBL2108589,Interleukin-6 inhibitor,
ELSILIMOMAB,CHEMBL2108591,Interleukin-6 inhibitor,
TIBULIZUMAB,CHEMBL3990000,Interleukin 17A inhibitor,
IZOKIBEP,CHEMBL4297686,Interleukin 17A inhibitor,
BIMEKIZUMAB,CHEMBL4297700,Interleukin 17A inhibitor,
M-1095,CHEMBL4298023,Interleukin 17A inhibitor,
VUNAKIZUMAB,CHEMBL4298102,Interleukin 17A inhibitor,
PACIBEKITUG,CHEMBL6068160,Interleukin-6 inhibitor,
REPARIXIN,CHEMBL191413,Interleukin-8 receptor A modulator | Interleukin-8 receptor B modulator,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1
LADARIXIN,CHEMBL189475,Interleukin-8 receptor A modulator | Interleukin-8 receptor B modulator,C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
PHENOXYBENZAMINE HYDROCHLORIDE,CHEMBL1200787,Adrenergic receptor alpha antagonist,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl
PHENTOLAMINE MESYLATE,CHEMBL1200873,Adrenergic receptor alpha antagonist,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
ALSEROXYLON,CHEMBL1201454,Adrenergic receptor alpha antagonist,
SILTUXIMAB,CHEMBL1743070,Interleukin-6 antagonist,
MRA 003 US,CHEMBL2109615,Interleukin-6 inhibitor,
ERGOLOID MESYLATES,CHEMBL2311030,Adrenergic receptor alpha antagonist,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CCC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)O
RAUWOLFIA SERPENTINA,CHEMBL3559672,Adrenergic receptor alpha antagonist,
ZILTIVEKIMAB,CHEMBL4297732,Interleukin-6 inhibitor,
MOXISYLYTE,CHEMBL159226,Adrenergic receptor alpha antagonist,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
RIVAROXABAN,CHEMBL198362,Coagulation factor X inhibitor,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
APIXABAN,CHEMBL231779,Coagulation factor X inhibitor,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1
BETRIXABAN,CHEMBL512351,Coagulation factor X inhibitor,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1
TOLAZOLINE HYDROCHLORIDE,CHEMBL1689,Adrenergic receptor alpha antagonist,Cl.c1ccc(CC2=NCCN2)cc1
LETAXABAN,CHEMBL1095032,Coagulation factor X inhibitor,O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1
ANTITHROMBIN ALFA,CHEMBL1201554,Coagulation factor X inhibitor,
AVIPTADIL,CHEMBL1981592,Adrenergic receptor alpha antagonist,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(C)C)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)O
EDOXABAN TOSYLATE,CHEMBL2105682,Coagulation factor X inhibitor,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1
IDRAPARINUX SODIUM,CHEMBL5314374,Coagulation factor X inhibitor,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](OC)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)[C@H](OS(=O)(=O)[O-])[C@H]3OS(=O)(=O)[O-])[C@H](OC)[C@H]2OC)[C@H](OS(=O)(=O)[O-])[C@H]1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
OTAMIXABAN,CHEMBL46618,Coagulation factor X inhibitor,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1
RUXOLITINIB PHOSPHATE,CHEMBL1795071,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O
DAREXABAN,CHEMBL1922235,Coagulation factor X inhibitor,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1
TRICETAMIDE,CHEMBL2106468,Tyrosine-protein kinase JAK1 inhibitor,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1
FILGOTINIB,CHEMBL3301607,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1
GLPG-0555,CHEMBL3545249,Tyrosine-protein kinase JAK1 inhibitor,
ABROCITINIB,CHEMBL3655081,Tyrosine-protein kinase JAK1 inhibitor,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1
BEMIPARIN,CHEMBL3707365,Coagulation factor X inhibitor,
CERDULATINIB,CHEMBL4116008,Tyrosine-protein kinase JAK1 inhibitor,CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1
IDRABIOTAPARINUX SODIUM,CHEMBL4297768,Coagulation factor X inhibitor,
MOMELOTINIB,CHEMBL1078178,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
BARICITINIB,CHEMBL2105759,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
SOLCITINIB,CHEMBL3301606,Tyrosine-protein kinase JAK1 inhibitor,CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1
INCB-047986,CHEMBL3545225,Tyrosine-protein kinase JAK1 inhibitor,
ITACITINIB,CHEMBL3622820,Tyrosine-protein kinase JAK1 inhibitor,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1
BREPOCITINIB,CHEMBL4297477,Tyrosine-protein kinase JAK1 inhibitor,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1
FILGOTINIB MALEATE,CHEMBL4298167,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1.O=C(O)/C=C\C(=O)O
GOLIDOCITINIB,CHEMBL4577523,Tyrosine-protein kinase JAK1 inhibitor,COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1
DEURUXOLITINIB PHOSPHATE,CHEMBL4594382,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,O=P(O)(O)O.[2H]C1([2H])C([C@@H](CC#N)n2cc(-c3ncnc4[nH]ccc34)cn2)C([2H])([2H])C([2H])([2H])C1([2H])[2H]
UPADACITINIB HEMIHYDRATE,CHEMBL5315119,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.O
AT-9283,CHEMBL495727,Tyrosine-protein kinase JAK2 inhibitor,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1
AZD-1480,CHEMBL1231124,Tyrosine-protein kinase JAK2 inhibitor,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1
ZOTIRACICLIB,CHEMBL1944698,Tyrosine-protein kinase JAK2 inhibitor,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1
CT-1578,CHEMBL2035185,Tyrosine-protein kinase JAK2 inhibitor,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC/1
GANDOTINIB,CHEMBL2107823,Tyrosine-protein kinase JAK2 inhibitor,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1
BMS-911543,CHEMBL3545215,Tyrosine-protein kinase JAK2 inhibitor,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21
AC-430,CHEMBL3545241,Tyrosine-protein kinase JAK2 inhibitor,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1
XL-019,CHEMBL3545328,Tyrosine-protein kinase JAK2 inhibitor,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1
LS-104,CHEMBL5095023,Tyrosine-protein kinase JAK2 inhibitor,N#C/C(=C\C=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1
MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,CHEMBL6068336,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,Cl.Cl.N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1.O
LESTAURTINIB,CHEMBL603469,Tyrosine-protein kinase JAK2 inhibitor,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
ENOXAPARIN SODIUM,CHEMBL1201476,Antithrombin-III activator,
TINZAPARIN SODIUM,CHEMBL1201414,Antithrombin-III activator,
FEDRATINIB,CHEMBL1287853,Tyrosine-protein kinase JAK2 inhibitor,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
PACRITINIB,CHEMBL2035187,Tyrosine-protein kinase JAK2 inhibitor,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2
PEGINTERFERON LAMBDA-1A,CHEMBL2108723,Interferon lambda receptor agonist,
SARILUMAB,CHEMBL2108730,Interleukin-6 receptor alpha subunit antagonist,
FEDRATINIB HYDROCHLORIDE,CHEMBL4297216,Tyrosine-protein kinase JAK2 inhibitor,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O
NS-018,CHEMBL4303389,Tyrosine-protein kinase JAK2 inhibitor,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1
PACRITINIB CITRATE,CHEMBL5095049,Tyrosine-protein kinase JAK2 inhibitor,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O
FONDAPARINUX SODIUM,CHEMBL1200644,Antithrombin-III activator,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
ARDEPARIN SODIUM,CHEMBL1201448,Antithrombin-III activator,
HEPARIN CALCIUM,CHEMBL1201513,Antithrombin-III activator,
HEPARIN SODIUM,CHEMBL1201657,Antithrombin-III activator,
DALTEPARIN SODIUM,CHEMBL1201460,Antithrombin-III activator,
DANAPAROID SODIUM,CHEMBL1201534,Antithrombin-III activator,
PARNAPARIN SODIUM,CHEMBL2108080,Antithrombin-III activator,
BEMIPARIN SODIUM,CHEMBL2108806,Antithrombin-III activator,
NADROPARIN CALCIUM,CHEMBL2109204,Antithrombin-III activator,
HEPARIN,CHEMBL4650299,Antithrombin-III activator,
MARAVIROC,CHEMBL256907,C-C chemokine receptor type 5 antagonist,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
APLAVIROC HYDROCHLORIDE,CHEMBL1668019,C-C chemokine receptor type 5 antagonist,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl
INCB-9471,CHEMBL1688243,C-C chemokine receptor type 5 antagonist,CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C
AZD5672,CHEMBL1951914,C-C chemokine receptor type 5 antagonist,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1
VICRIVIROC MALEATE,CHEMBL2107384,C-C chemokine receptor type 5 antagonist,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C.O=C(O)/C=C\C(=O)O
LERONLIMAB,CHEMBL2109343,C-C chemokine receptor type 5 antagonist,
CENICRIVIROC,CHEMBL2110727,C-C chemokine receptor type 2 antagonist | C-C chemokine receptor type 5 antagonist,CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1
ILACIRNON,CHEMBL2178573,C-C chemokine receptor type 2 antagonist,Cc1cnc(C(=O)c2ncnc3[nH]ccc23)c(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c1
BMS-813160,CHEMBL4594419,C-C chemokine receptor type 2 antagonist | C-C chemokine receptor type 5 antagonist,CC(=O)N[C@@H]1C[C@H](NC(C)(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3cc(C(C)(C)C)nn23)C1=O
PF-04634817,CHEMBL5095029,C-C chemokine receptor type 2 antagonist | C-C chemokine receptor type 5 antagonist,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2C[C@@H]3C[C@H]2CN3c2cc(C(F)(F)F)ncn2)(C(C)C)C1
PF-4136309,CHEMBL2029422,C-C chemokine receptor type 2 antagonist,O=C(NCC(=O)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1
RG-7652,CHEMBL2109539,Subtilisin/kexin type 9 inhibitor,
ALIROCUMAB,CHEMBL2109540,Subtilisin/kexin type 9 inhibitor,
JNJ-41443532,CHEMBL2204263,C-C chemokine receptor type 2 antagonist,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1
EVOLOCUMAB,CHEMBL2364655,Subtilisin/kexin type 9 inhibitor,
BOCOCIZUMAB,CHEMBL3137349,Subtilisin/kexin type 9 inhibitor,
RALPANCIZUMAB,CHEMBL3137352,Subtilisin/kexin type 9 inhibitor,
MK-0812,CHEMBL3305901,C-C chemokine receptor type 2 antagonist,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1
AZD2423,CHEMBL3545221,C-C chemokine receptor type 2 antagonist,
BMS-741672,CHEMBL4457723,C-C chemokine receptor type 2 antagonist,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](Nc3ncnc4ccc(C(F)(F)F)cc34)C2=O)[C@H](NS(C)(=O)=O)C1
ALOGLIPTIN BENZOATE,CHEMBL227529,Dipeptidyl peptidase IV inhibitor,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1
LINAGLIPTIN,CHEMBL237500,Dipeptidyl peptidase IV inhibitor,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
GOSOGLIPTIN,CHEMBL515387,Dipeptidyl peptidase IV inhibitor,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1
CARMEGLIPTIN,CHEMBL591118,Dipeptidyl peptidase IV inhibitor,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](CF)CC3=O)CN1CC2
SITAGLIPTIN PHOSPHATE,CHEMBL1201174,Dipeptidyl peptidase IV inhibitor,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O
SAXAGLIPTIN HYDROCHLORIDE,CHEMBL1201743,Dipeptidyl peptidase IV inhibitor,Cl.N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2
FROVOCIMAB,CHEMBL4298016,Subtilisin/kexin type 9 inhibitor,
TAFOLECIMAB,CHEMBL4594554,Subtilisin/kexin type 9 inhibitor,
ONGERICIMAB,CHEMBL4594566,Subtilisin/kexin type 9 inhibitor,
LERODALCIBEP,CHEMBL4650405,Subtilisin/kexin type 9 inhibitor,
VILDAGLIPTIN,CHEMBL142703,Dipeptidyl peptidase IV inhibitor,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2
EVOGLIPTIN,CHEMBL1779710,Dipeptidyl peptidase IV inhibitor,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F
ANAGLIPTIN,CHEMBL1929396,Dipeptidyl peptidase IV inhibitor,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1
TRELAGLIPTIN SUCCINATE,CHEMBL2105754,Dipeptidyl peptidase IV inhibitor,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O
OMARIGLIPTIN,CHEMBL2105762,Dipeptidyl peptidase IV inhibitor,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2
TENELIGLIPTIN,CHEMBL2147777,Dipeptidyl peptidase IV inhibitor,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1
