drug_name,chembl_id,max_phase,cancer_indications
BORTEZOMIB,CHEMBL325041,4,"Adenocarcinoma of Lung; Adenocarcinoma, Follicular; Astrocytoma; Breast Neoplasms; Burkitt Lymphoma; Carcinoma, Adenoid Cystic; Carcinoma, Medullary; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Central Nervous System Neoplasms; Cholangiocarcinoma; Colorectal Neoplasms; Esophageal Neoplasms; Fallopian Tube Neoplasms; Glioblastoma; Gliosarcoma; Head and Neck Neoplasms; Hematologic Neoplasms; Hodgkin Disease; Kidney Neoplasms; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Leukemia, Plasma Cell; Leukemia, Promyelocytic, Acute; Leukemia-Lymphoma, Adult T-Cell; Liver Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, AIDS-Related; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Peripheral; Melanoma; Mesothelioma; Multiple Myeloma; Mycosis Fungoides; Nasopharyngeal Neoplasms; Neoplasms; Neoplasms, Plasma Cell; Neuroblastoma; Oligodendroglioma; Ovarian Neoplasms; Pancreatic Neoplasms; Paraganglioma; Peritoneal Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Sarcoma, Myeloid; Sezary Syndrome; Smoldering Multiple Myeloma; Stomach Neoplasms; Thyroid Neoplasms; Ureteral Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uveal Melanoma"
BORTEZOMIB D-MANNITOL,CHEMBL5315122,4,"Adenocarcinoma, Bronchiolo-Alveolar; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Leukemia; Leukemia, Myeloid, Acute; Lymphoma; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Peripheral; Mesothelioma; Multiple Myeloma; Nasopharyngeal Carcinoma; Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Uterine Cervical Neoplasms"
BOSUTINIB,CHEMBL288441,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Glioblastoma; Leukemia; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Mesothelioma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Thymoma; Thymus Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms"
BOSUTINIB MONOHYDRATE,CHEMBL2095206,4,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid; Leukemia, Myeloid, Acute"
BRENTUXIMAB VEDOTIN,CHEMBL1742994,4,"Enteropathy-Associated T-Cell Lymphoma; Hematologic Neoplasms; Hodgkin Disease; Leukemia; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Mast-Cell; Leukemia, Myeloid, Acute; Leukemia-Lymphoma, Adult T-Cell; Lymphoma; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Cutaneous; Lymphoma, T-Cell, Peripheral; Mesothelioma, Malignant; Mycosis Fungoides; Neoplasms; Neoplasms, Germ Cell and Embryonal; Sezary Syndrome"
BREQUINAR,CHEMBL38434,1,"Leukemia, Myeloid, Acute"
BRYOSTATIN 1,CHEMBL449158,2,"Breast Neoplasms; Burkitt Lymphoma; Carcinoma, Renal Cell; Colorectal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Leukemia, Lymphoid; Leukemia, Myeloid, Acute; Lung Neoplasms; Lymphoma; Lymphoma, AIDS-Related; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Ovarian Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms, Castration-Resistant; Stomach Neoplasms; Uterine Cervical Neoplasms"
BUSULFAN,CHEMBL820,4,"Brain Neoplasms; Breast Neoplasms; Breast Neoplasms, Male; Central Nervous System Neoplasms; Ganglioneuroblastoma; Glioma; Hematologic Neoplasms; Hodgkin Disease; Inflammatory Breast Neoplasms; Kidney Neoplasms; Leukemia; Leukemia, Basophilic, Acute; Leukemia, Erythroblastic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Megakaryoblastic, Acute; Leukemia, Monocytic, Acute; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Acute; Leukemia, Myelomonocytic, Chronic; Leukemia, Myelomonocytic, Juvenile; Leukemia, Plasma Cell; Liver Neoplasms; Lymphoma; Lymphoma, AIDS-Related; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell; Melanoma; Multiple Myeloma; Neoplasms; Neoplasms, Germ Cell and Embryonal; Neoplasms, Plasma Cell; Neuroblastoma; Ovarian Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Retinoblastoma; Sarcoma; Sarcoma, Ewing"
CABOZANTINIB,CHEMBL2105717,4,"Adenocarcinoma, Follicular; Adrenal Cortex Neoplasms; Astrocytoma; Bile Duct Neoplasms; Breast Neoplasms; Carcinoid Tumor; Carcinoma; Carcinoma, Hepatocellular; Carcinoma, Medullary; Carcinoma, Neuroendocrine; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Cholangiocarcinoma; Colorectal Neoplasms; Gastrointestinal Stromal Tumors; Glioblastoma; Gliosarcoma; Kidney Neoplasms; Leukemia, Myeloid, Acute; Liver Neoplasms; Lung Neoplasms; Melanoma; Meningioma; Multiple Myeloma; Neoplasms; Neuroendocrine Tumors; Osteosarcoma; Pancreatic Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Salivary Gland Neoplasms; Sarcoma; Thyroid Neoplasms; Urinary Bladder Neoplasms; Urogenital Neoplasms; Uterine Cervical Neoplasms"
CAFUSERTIB,CHEMBL3545354,1,"Leukemia, Myeloid, Acute; Neoplasms"
CALASPARGASE PEGOL,CHEMBL2108728,4,"Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphoid; Leukemia, Myeloid, Acute; Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
CAMIDANLUMAB TESIRINE,CHEMBL4297871,2,"Hodgkin Disease; Leukemia, Myeloid, Acute; Lymphoma, Non-Hodgkin; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
CAMRELIZUMAB,CHEMBL4297715,3,"Adenocarcinoma; Adenocarcinoma of Lung; Adrenal Cortex Neoplasms; Biliary Tract Neoplasms; Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Neuroendocrine; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Cholangiocarcinoma; Colonic Neoplasms; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Neoplasms; Glioblastoma; Hodgkin Disease; Hypopharyngeal Neoplasms; Leukemia, Myeloid, Acute; Lung Neoplasms; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Peripheral; Melanoma; Meningeal Carcinomatosis; Mouth Neoplasms; Nasopharyngeal Carcinoma; Nasopharyngeal Neoplasms; Neoplasms; Osteosarcoma; Ovarian Neoplasms; Pancreatic Neoplasms; Paranasal Sinus Neoplasms; Rectal Neoplasms; Sarcoma; Small Cell Lung Carcinoma; Squamous Cell Carcinoma of Head and Neck; Stomach Neoplasms; Thyroid Neoplasms; Triple Negative Breast Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms"
CARBOPLATIN,CHEMBL1351,4,"Adenocarcinoma; Adenocarcinoma of Lung; Adenocarcinoma, Bronchiolo-Alveolar; Adenocarcinoma, Follicular; Adrenal Cortex Neoplasms; Anus Neoplasms; Appendiceal Neoplasms; Astrocytoma; Bile Duct Neoplasms; Biliary Tract Neoplasms; Bone Neoplasms; Brain Neoplasms; Brain Stem Neoplasms; Breast Neoplasms; Breast Neoplasms, Male; Burkitt Lymphoma; Carcinoid Tumor; Carcinoma; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Carcinoma, Intraductal, Noninfiltrating; Carcinoma, Islet Cell; Carcinoma, Large Cell; Carcinoma, Merkel Cell; Carcinoma, Neuroendocrine; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Carcinoma, Verrucous; Carcinosarcoma; Central Nervous System Neoplasms; Cholangiocarcinoma; Choroid Plexus Neoplasms; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Neoplasms; Fallopian Tube Neoplasms; Gallbladder Neoplasms; Ganglioneuroblastoma; Gastrointestinal Stromal Tumors; Genital Neoplasms, Female; Glioblastoma; Glioma; Gliosarcoma; Head and Neck Neoplasms; Hepatoblastoma; Hereditary Breast and Ovarian Cancer Syndrome; Hodgkin Disease; Hypopharyngeal Neoplasms; Inflammatory Breast Neoplasms; Kidney Neoplasms; Laryngeal Neoplasms; Leiomyosarcoma; Leukemia; Leukemia, Myeloid, Acute; Leukemia-Lymphoma, Adult T-Cell; Liver Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, B-Cell; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Medulloblastoma; Melanoma; Mesothelioma; Mesothelioma, Malignant; Mouth Neoplasms; Multiple Myeloma; Nasopharyngeal Carcinoma; Nasopharyngeal Neoplasms; Neoplasm Metastasis; Neoplasms; Neoplasms, Complex and Mixed; Neoplasms, Cystic, Mucinous, and Serous; Neoplasms, Germ Cell and Embryonal; Neoplasms, Plasma Cell; Neuroblastoma; Neuroectodermal Tumors, Primitive; Neuroendocrine Tumors; Oligodendroglioma; Oropharyngeal Neoplasms; Osteosarcoma; Ovarian Neoplasms; Pancreatic Neoplasms; Paraganglioma; Parathyroid Neoplasms; Peritoneal Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Retinal Neoplasms; Retinoblastoma; Salivary Gland Neoplasms; Sarcoma; Seminoma; Sex Cord-Gonadal Stromal Tumors; Skin Neoplasms; Small Cell Lung Carcinoma; Squamous Cell Carcinoma of Head and Neck; Stomach Neoplasms; Testicular Neoplasms; Thymoma; Thyroid Neoplasms; Triple Negative Breast Neoplasms; Ureteral Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Urogenital Neoplasms; Uterine Cervical Neoplasms; Uterine Neoplasms; Uveal Melanoma; Vaginal Neoplasms; Vulvar Neoplasms; Wilms Tumor"
CARFILZOMIB,CHEMBL451887,4,"Carcinoma, Neuroendocrine; Carcinoma, Non-Small-Cell Lung; Hodgkin Disease; Kidney Neoplasms; Leukemia; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Acute; Leukemia, Plasma Cell; Leukemia, Prolymphocytic; Lymphoma; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Cutaneous; Lymphoma, T-Cell, Peripheral; Multiple Myeloma; Mycosis Fungoides; Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms, Castration-Resistant; Sezary Syndrome; Small Cell Lung Carcinoma; Smoldering Multiple Myeloma"
CARVEDILOL,CHEMBL723,3,"Breast Neoplasms; Glioblastoma; Hematologic Neoplasms; Leukemia, Lymphoid; Leukemia, Myeloid, Acute; Lymphoma; Multiple Myeloma; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
CC-401,CHEMBL1614713,1,"Leukemia, Myeloid"
CEDAZURIDINE,CHEMBL3237547,2,"Carcinoma, Squamous Cell; Leukemia; Leukemia, Myeloid; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Chronic; Lymphoma, T-Cell, Peripheral; Neoplasms; Prostatic Neoplasms; Triple Negative Breast Neoplasms"
CEDIRANIB,CHEMBL491473,3,"Biliary Tract Neoplasms; Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Endometrial Neoplasms; Fallopian Tube Neoplasms; Glioblastoma; Leukemia; Leukemia, Myeloid, Acute; Lung Neoplasms; Melanoma; Neoplasm Metastasis; Neoplasms; Ovarian Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Sarcoma, Alveolar Soft Part; Small Cell Lung Carcinoma; Stomach Neoplasms; Thyroid Neoplasms; Uterine Cervical Neoplasms"
CENERSEN,CHEMBL2108280,2,"Leukemia, Myeloid, Acute"
CEPHALEXIN,CHEMBL1200544,3,"Breast Neoplasms; Leukemia, Myeloid, Acute; Urinary Bladder Neoplasms"
CERAMIDE,CHEMBL155886,2,"Breast Neoplasms; Carcinoma; Leukemia, Myeloid, Acute; Neoplasms"
CHOLECALCIFEROL,CHEMBL1042,3,"Breast Neoplasms; Carcinoma in Situ; Carcinoma, Intraductal, Noninfiltrating; Colonic Neoplasms; Colorectal Neoplasms; Glioblastoma; Hematologic Neoplasms; Hereditary Breast and Ovarian Cancer Syndrome; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Acute; Lymphoma, Large B-Cell, Diffuse; Melanoma; Neoplasms; Ovarian Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Skin Neoplasms"
CIPROFLOXACIN,CHEMBL8,3,"Breast Neoplasms; Carcinoma, Pancreatic Ductal; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Acute; Lymphoma; Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Urinary Bladder Neoplasms"
CIRTUVIVINT,CHEMBL4784318,1,"Leukemia, Myeloid; Leukemia, Myeloid, Acute"
CLADRIBINE,CHEMBL1619,4,"Central Nervous System Neoplasms; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Hairy Cell; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid; Leukemia, Myeloid, Acute; Lymphoma; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Mantle-Cell; Lymphoma, T-Cell, Peripheral; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
CLIOQUINOL,CHEMBL497,1,"Hodgkin Disease; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Acute; Lymphoma, Non-Hodgkin; Multiple Myeloma"
CLOFARABINE,CHEMBL1750,4,"Hodgkin Disease; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Chronic; Leukemia, Promyelocytic, Acute; Lymphoma; Lymphoma, Follicular; Lymphoma, Non-Hodgkin; Multiple Myeloma; Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
CM-4307,CHEMBL4297490,3,"Biliary Tract Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Cholangiocarcinoma; Esophageal Neoplasms; Leukemia, Myeloid, Acute; Nasopharyngeal Carcinoma; Neoplasms; Pancreatic Neoplasms; Stomach Neoplasms; Thyroid Neoplasms"
COBICISTAT,CHEMBL2095208,2,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Leukemia, Biphenotypic, Acute; Leukemia, Myeloid, Acute; Neoplasms; Pancreatic Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
COBIMETINIB,CHEMBL2146883,4,"Adenocarcinoma; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Colorectal Neoplasms; Esophageal Neoplasms; Gallbladder Neoplasms; Hematologic Neoplasms; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Chronic; Melanoma; Multiple Myeloma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Sarcoma; Skin Neoplasms; Stomach Neoplasms; Thyroid Neoplasms"
CPI 613,CHEMBL3186849,3,"Biliary Tract Neoplasms; Carcinoma, Pancreatic Ductal; Colorectal Neoplasms; Leukemia; Leukemia, Myeloid, Acute; Lymphoma; Lymphoma, Non-Hodgkin; Neoplasms; Pancreatic Neoplasms; Sarcoma"
CRENOLANIB,CHEMBL2105728,3,"Diffuse Intrinsic Pontine Glioma; Gastrointestinal Stromal Tumors; Glioblastoma; Leukemia, Myeloid, Acute; Paraganglioma; Stomach Neoplasms"
CRENOLANIB BESYLATE,CHEMBL2146086,2,"Gastrointestinal Stromal Tumors; Leukemia, Myeloid, Acute; Neoplasms"
CRISANTASPASE,CHEMBL2108931,4,"Hematologic Neoplasms; Leukemia, Lymphoid; Leukemia, Myeloid, Acute; Lymphoma, Non-Hodgkin; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
CRIZOTINIB,CHEMBL601719,4,"Adenocarcinoma; Adenocarcinoma of Lung; Bile Duct Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Colorectal Neoplasms; Diffuse Intrinsic Pontine Glioma; Endometrial Neoplasms; Gallbladder Neoplasms; Glioblastoma; Leukemia, Myeloid, Acute; Lung Neoplasms; Lymphoma, Large-Cell, Anaplastic; Multiple Myeloma; Neoplasms; Prostatic Neoplasms, Castration-Resistant; Stomach Neoplasms; Uveal Melanoma"
CSL-360,CHEMBL2109327,1,"Leukemia, Myeloid, Acute"
CUSATUZUMAB,CHEMBL4297891,2,"Leukemia, Myeloid, Acute; Neoplasms"
CYCLOPHOSPHAMIDE,CHEMBL1200796,4,"Adenocarcinoma; Adenocarcinoma of Lung; Biliary Tract Neoplasms; Blastic Plasmacytoid Dendritic Cell Neoplasm; Brain Neoplasms; Breast Carcinoma In Situ; Breast Neoplasms; Breast Neoplasms, Male; Burkitt Lymphoma; Carcinoma; Carcinoma, Hepatocellular; Carcinoma, Medullary; Carcinoma, Merkel Cell; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Central Nervous System Neoplasms; Choroid Plexus Neoplasms; Colorectal Neoplasms; Desmoplastic Small Round Cell Tumor; Endometrial Neoplasms; Esophageal Neoplasms; Esthesioneuroblastoma, Olfactory; Fallopian Tube Neoplasms; Fibrosarcoma; Ganglioneuroblastoma; Glioblastoma; Glioma; Gliosarcoma; Head and Neck Neoplasms; Hematologic Neoplasms; Hepatoblastoma; Hereditary Breast and Ovarian Cancer Syndrome; Hodgkin Disease; Inflammatory Breast Neoplasms; Kidney Neoplasms; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Erythroblastic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Leukemia, Megakaryoblastic, Acute; Leukemia, Monocytic, Acute; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Acute; Leukemia, Myelomonocytic, Chronic; Leukemia, Myelomonocytic, Juvenile; Leukemia, Plasma Cell; Leukemia, Prolymphocytic; Leukemia-Lymphoma, Adult T-Cell; Liposarcoma; Liposarcoma, Myxoid; Liver Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, AIDS-Related; Lymphoma, B-Cell; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, Primary Effusion; Lymphoma, T-Cell; Lymphoma, T-Cell, Peripheral; Medulloblastoma; Melanoma; Mesothelioma; Mouth Neoplasms; Multiple Myeloma; Mycosis Fungoides; Nasopharyngeal Carcinoma; Nasopharyngeal Neoplasms; Neoplasm Metastasis; Neoplasms; Neoplasms, Germ Cell and Embryonal; Neoplasms, Plasma Cell; Neuroblastoma; Neuroectodermal Tumors, Primitive; Neuroectodermal Tumors, Primitive, Peripheral; Neuroendocrine Tumors; Osteosarcoma; Ovarian Neoplasms; Pancreatic Neoplasms; Paraganglioma; Peritoneal Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Retinoblastoma; Rhabdomyosarcoma; Rhabdomyosarcoma, Alveolar; Rhabdomyosarcoma, Embryonal; Sarcoma; Sarcoma, Clear Cell; Sarcoma, Ewing; Sarcoma, Synovial; Sezary Syndrome; Skin Neoplasms; Small Cell Lung Carcinoma; Squamous Cell Carcinoma of Head and Neck; Testicular Neoplasms; Thymoma; Thyroid Neoplasms; Triple Negative Breast Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Uveal Melanoma; Wilms Tumor"
CYCLOSPORINE,CHEMBL160,3,"Brain Neoplasms; Breast Neoplasms; Burkitt Lymphoma; Carcinoma, Hepatocellular; Carcinoma, Renal Cell; Colorectal Neoplasms; Fallopian Tube Neoplasms; Hematologic Neoplasms; Hodgkin Disease; Kidney Neoplasms; Leukemia; Leukemia, Large Granular Lymphocytic; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Mast-Cell; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Leukemia, Prolymphocytic, B-Cell; Leukemia, Prolymphocytic, T-Cell; Lymphoma; Lymphoma, AIDS-Related; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Melanoma; Multiple Myeloma; Mycosis Fungoides; Neoplasm Metastasis; Neoplasms; Neoplasms, Neuroepithelial; Neoplasms, Plasma Cell; Neuroblastoma; Ovarian Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms, Castration-Resistant; Retinoblastoma; Sarcoma; Sezary Syndrome; Skin Neoplasms"
CYTARABINE,CHEMBL803,4,"Blastic Plasmacytoid Dendritic Cell Neoplasm; Brain Neoplasms; Breast Neoplasms; Burkitt Lymphoma; Central Nervous System Neoplasms; Glioblastoma; Hematologic Neoplasms; Hodgkin Disease; Leukemia; Leukemia, Basophilic, Acute; Leukemia, Biphenotypic, Acute; Leukemia, Erythroblastic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Leukemia, Megakaryoblastic, Acute; Leukemia, Monocytic, Acute; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid; Leukemia, Myeloid, Acute; Leukemia, Myelomonocytic, Acute; Leukemia, Myelomonocytic, Chronic; Leukemia, Myelomonocytic, Juvenile; Leukemia, Plasma Cell; Leukemia, Promyelocytic, Acute; Leukemia-Lymphoma, Adult T-Cell; Lymphoma; Lymphoma, AIDS-Related; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Peripheral; Medulloblastoma; Melanoma; Meningeal Carcinomatosis; Meningeal Neoplasms; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Ovarian Neoplasms; Paraganglioma; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Sarcoma, Myeloid"
CYTARABINE 5'-PHOSPHATE,CHEMBL596186,3,"Leukemia, Myeloid, Acute"
CYTARABINE HYDROCHLORIDE,CHEMBL1256472,3,"Leukemia; Leukemia, Myeloid; Leukemia, Myeloid, Acute"
CYTOSINE,CHEMBL15913,2,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid, Acute; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
DARATUMUMAB,CHEMBL1743007,4,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Genital Neoplasms, Male; Glioblastoma; Hodgkin Disease; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Leukemia, Myeloid, Acute; Leukemia, Plasma Cell; Lymphoma; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Cutaneous; Multiple Myeloma; Mycosis Fungoides; Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Smoldering Multiple Myeloma"
DASATINIB,CHEMBL5416410,4,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
DASATINIB ANHYDROUS,CHEMBL1421,4,"Brain Neoplasms; Breast Neoplasms; Burkitt Lymphoma; Carcinoma, Adenoid Cystic; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Central Nervous System Neoplasms; Cholangiocarcinoma; Colonic Neoplasms; Colorectal Neoplasms; Diffuse Intrinsic Pontine Glioma; Endometrial Neoplasms; Fallopian Tube Neoplasms; Gastrointestinal Stromal Tumors; Glioblastoma; Glioma; Gliosarcoma; Head and Neck Neoplasms; Hodgkin Disease; Leukemia; Leukemia, Large Granular Lymphocytic; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Lymphoid; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; Leukemia, Myeloid; Leukemia, Myeloid, Acute; Leukemia-Lymphoma, Adult T-Cell; Liver Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Peripheral; Melanoma; Mesothelioma; Multiple Myeloma; Mycosis Fungoides; Neoplasms; Neuroblastoma; Ovarian Neoplasms; Pancreatic Neoplasms; Paraganglioma; Peritoneal Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Rhabdomyosarcoma; Sezary Syndrome; Small Cell Lung Carcinoma; Triple Negative Breast Neoplasms"
